"SourcePath","ItemName","ItemType","SizeBytes","LastModified","Classification","Evidence","SHA256","DestinationProposal","ContainsSecrets","Action","Reason"
"C:\Users\chris\AppData\Roaming\Microsoft\Excel\Zamorin_Estate_Dashboard_Left_Navigation312666204087725697\Zamorin_Estate_Dashboard_Left_Navigation((Unsaved-312668983425456659)).xlsb","Zamorin_Estate_Dashboard_Left_Navigation((Unsaved-312668983425456659)).xlsb","FILE","109908","2026-07-20 14:19:38","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","08F98B028CCB267F553B83B5A3A437460250137FD87E934CB34685FE7B16BC50","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Excel\Zamorin_Estate_Dashboard_Left_Navigation312666204087725697\Zamorin_Estate_Dashboard_Left_Navigation.xlsx.lnk","Zamorin_Estate_Dashboard_Left_Navigation.xlsx.lnk","FILE","1064","2026-07-19 10:40:44","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","E3D2FB223AEDEF89E29449355BED8B488785EF5CE631F184AE24121D1D67B2E8","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Office\Recent\ZAMORIN CAFE UPDATIONS..LNK","ZAMORIN CAFE UPDATIONS..LNK","FILE","619","2026-08-11 22:23:27","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","923161A6FC33980420BCFF738B863ABE56FE05921AD1432E932052B30B09627B","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Office\Recent\ZAMORIN_BEGINNER_ANTIGRAVITY_STEP_BY_STEP_GUIDE.LNK","ZAMORIN_BEGINNER_ANTIGRAVITY_STEP_BY_STEP_GUIDE.LNK","FILE","1260","2026-08-02 17:22:06","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","2198BF3DBAB479F75C0C0CE6C86D0A463853F249339E9ADD9D0098FE73C889C6","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Office\Recent\Zamorin_Cafe_ERP_Full_Consolidated_Owner_Primary_Master_Dossier.LNK","Zamorin_Cafe_ERP_Full_Consolidated_Owner_Primary_Master_Dossier.LNK","FILE","1352","2026-08-13 00:14:00","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","5AF733E54466BCFFAC8C8B1A380AB4E9770078759F57003466409C32B403DCE3","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\ZAMORIN CAFE - ERP.lnk","ZAMORIN CAFE - ERP.lnk","FILE","623","2026-07-26 10:50:12","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","3378D9E7E3CA8954D47927751850C586C96B49CAB6CCDB973CB2338D9202B576","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\ZAMORIN CAFE ERP SOLUSION (2).lnk","ZAMORIN CAFE ERP SOLUSION (2).lnk","FILE","600","2026-07-26 10:38:42","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","491B4106E0395626E1ECBE54BC814FA7D7A5958AC7EBD58F7D65546415EB9A30","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\ZAMORIN CAFE ERP SOLUSION.lnk","ZAMORIN CAFE ERP SOLUSION.lnk","FILE","658","2026-07-20 00:05:51","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","9DAAD2CFF94145E5D3F654948325069916842E7512DDBAC48D21DB358EF6786D","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\ZAMORIN CAFE ERP SOLUSIONS.lnk","ZAMORIN CAFE ERP SOLUSIONS.lnk","FILE","605","2026-07-26 10:45:36","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","A82370578D795085F526092B97731CDF9E82576DBE98C0A29113F9D035F71785","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\ZAMORIN CAFE UPDATIONS..lnk","ZAMORIN CAFE UPDATIONS..lnk","FILE","683","2026-08-11 22:23:23","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","AEEA570E5E60D7C0511502BF196C924115D0775047D84EF85E35413AC7DDEE7B","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\zamorin-app (2).lnk","zamorin-app (2).lnk","FILE","707","2026-07-26 10:50:37","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","CD4E55D376E6721295AB32C54E5F4B6C0D38C434EF316A25AFB26043AC780840","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\zamorin-app 0.lnk","zamorin-app 0.lnk","FILE","749","2026-08-02 20:32:07","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","66D284A02C560CD4162F144E0317D6ABB5C89EE51A2C1B41DBC1EB5B6472C9F6","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\zamorin-app-checkpoint.lnk","zamorin-app-checkpoint.lnk","FILE","646","2026-08-02 18:40:21","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","FA659091C1CCF906853A6ED591EB863274D99172FB40B05DF02E0C5CD24EDAA8","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\zamorin-app-icon-hires.lnk","zamorin-app-icon-hires.lnk","FILE","646","2026-08-01 21:05:13","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","10527782D1016F7D21CFF677EF2E0F134C4E8A67D42E1C9067CE342DA00970CD","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\zamorin-app-v4-staff-logout-fix-20260803.lnk","zamorin-app-v4-staff-logout-fix-20260803.lnk","FILE","736","2026-08-04 00:40:22","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","91F68E9C970001BC3E1E48ADFA85E4517576FD1E8784B38CCB14028367BFE3BD","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\zamorin-app.lnk","zamorin-app.lnk","FILE","591","2026-07-30 10:35:31","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","052956D1CE7CADF47DAD9DA6D4A2D966EDA75ED99F3D7498922C259005ED37D2","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\zamorin-app_1.lnk","zamorin-app_1.lnk","FILE","601","2026-07-30 10:35:39","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","8D2F4EB676A6765D49CA6E90F3D880792F05EAE68840E91446E56AEC50CA7D52","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\zamorin-app_2.lnk","zamorin-app_2.lnk","FILE","601","2026-07-30 10:37:15","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","2197BE4CDE50509A3520B4F7EEB43858F9BD053AD546179A6C5937854910AE8E","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\zamorin-attendance-module-v1.lnk","zamorin-attendance-module-v1.lnk","FILE","3563","2026-08-10 07:52:45","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","A19D40BCA03A22C3B9E9CCC4106D39BE61A03C80EE99940E97D7C51F122F8748","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\zamorin-cafe-erp.lnk","zamorin-cafe-erp.lnk","FILE","613","2026-07-26 10:58:13","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","3C596341E0D7DACC4F0FD895FB1AF8A39CFA452B2FACD030C8BBB96C8A7C42B4","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\Zamorin-ERP-Integration.lnk","Zamorin-ERP-Integration.lnk","FILE","584","2026-08-02 17:54:54","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","18D4D5A5F61DD04184DCE24E1C1A4050D5052AD843B2003C11778D5FEC7DEE91","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\zamorin-glass-auth.lnk","zamorin-glass-auth.lnk","FILE","626","2026-07-31 20:24:11","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","A77B37469FB5D3592DB7F94D9A2D28CE75449FEB0F12E63296E95879B3BEBC52","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\zamorin-logo-kit.lnk","zamorin-logo-kit.lnk","FILE","616","2026-07-31 20:23:59","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","9CBC939B87D1364066C896BB651F9BCFBE20119CD1B75597ED493945451E4578","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\zamorin-premium-responsive-ui-v2.lnk","zamorin-premium-responsive-ui-v2.lnk","FILE","517","2026-08-02 12:01:14","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","384A8844807AFB708783DCCF831EE6EB6E891D1DD874D16CDD87FAE15B87A37E","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\zamorin-premium-responsive-ui-v2_1.lnk","zamorin-premium-responsive-ui-v2_1.lnk","FILE","706","2026-08-02 12:01:25","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","159D2A593073EEC5FB0D43E9E51005FACCB661E8F21259AC0EB2E1D8DA2577E8","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\zamorin-premium-responsive-ui.lnk","zamorin-premium-responsive-ui.lnk","FILE","681","2026-08-02 12:31:29","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","5F041A40C38A775B391797FF6E22127E9BC975E706E46A2A14C385789604CBBB","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\Zamorin_Antigravity_Deck.lnk","Zamorin_Antigravity_Deck.lnk","FILE","711","2026-07-21 18:50:58","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","BED2E7ADF2EE278CF966FDF78F572F190A8120126F8E01C0439972DE8500CBFF","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\ZAMORIN_BEGINNER_ANTIGRAVITY_STEP_BY_STEP_GUIDE.lnk","ZAMORIN_BEGINNER_ANTIGRAVITY_STEP_BY_STEP_GUIDE.lnk","FILE","814","2026-08-02 17:21:48","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","AC624E7ED09258FAF00238109BED663B6F7582E6BC90E3809EB0BB90FA6F925A","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\Zamorin_Cafe_ERP_Build.lnk","Zamorin_Cafe_ERP_Build.lnk","FILE","502","2026-08-16 15:53:13","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","9FEAFF529674A22F35A6A649A147E08E795B2FCBC4556E0A6AD9B14A74EEB2DA","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\Zamorin_Cafe_ERP_Cafe_Admin_Module.lnk","Zamorin_Cafe_ERP_Cafe_Admin_Module.lnk","FILE","706","2026-08-01 06:38:40","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","F5B8E8CEEF072C8802B3C3ED1C8BEEE6B8D87D95C8B4AC57EC10695B48807AC7","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\Zamorin_Cafe_ERP_Department_Orders_Module.lnk","Zamorin_Cafe_ERP_Department_Orders_Module.lnk","FILE","741","2026-07-30 10:10:35","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","A0315F6F940C9C6207B50A5881D2FEF35ABBEC9728F05D4EAEC39D5E37700220","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\Zamorin_Cafe_ERP_Expense_Permission_Fix.lnk","Zamorin_Cafe_ERP_Expense_Permission_Fix.lnk","FILE","731","2026-07-31 08:31:07","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","05AE42BF44220CE33C81E5D696D06FD77EDA929818EA690B0B9848DCACEC72A8","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\Zamorin_Cafe_ERP_Final_Verification_Prompt.lnk","Zamorin_Cafe_ERP_Final_Verification_Prompt.lnk","FILE","973","2026-08-01 21:05:05","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","291E9C43C3470A4254F8ABAFDAD16AE3C31E3F9B55E37BFA8B0F188AC4A4C717","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\Zamorin_Cafe_ERP_Full_Consolidated_Owner_Primary_Master_Dossier.lnk","Zamorin_Cafe_ERP_Full_Consolidated_Owner_Primary_Master_Dossier.lnk","FILE","906","2026-08-13 20:03:12","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","EB8756CB5CA9A1159C50D13B9F92639A36F5703B0B2C1203961F9E03E4B032DA","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\Zamorin_Cafe_ERP_Full_Consolidated_Owner_Primary_Master_Dossier_Narrative_Final_2026-08-13.lnk","Zamorin_Cafe_ERP_Full_Consolidated_Owner_Primary_Master_Dossier_Narrative_Final_2026-08-13.lnk","FILE","1003","2026-08-13 22:00:37","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","28894DBF503F080685EC183F7A8A9246175E5AF0F6834BBCF525F8A6775E1583","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\Zamorin_Cafe_ERP_Master_Workspace.lnk","Zamorin_Cafe_ERP_Master_Workspace.lnk","FILE","701","2026-08-01 13:38:05","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","E32430481112866E3952A74A53FC42D34CB8E19DBCD9C3727AA9B3130F90329E","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\Zamorin_Cafe_ERP_Owner_Portal.lnk","Zamorin_Cafe_ERP_Owner_Portal.lnk","FILE","681","2026-08-01 13:30:48","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","CA109FFDF02ED1B855CB7185F3D6105DD7693F1CC6F5ECBA8872EC8B3042CE07","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\Zamorin_Cafe_ERP_Revenue_Share.lnk","Zamorin_Cafe_ERP_Revenue_Share.lnk","FILE","686","2026-07-30 10:26:04","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","E67E034603FA020B437B3764EA8815FB6340074B996511FD59BDC0319F8ACE43","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\Zamorin_Cafe_ERP_Status_and_Completion_Checklist.lnk","Zamorin_Cafe_ERP_Status_and_Completion_Checklist.lnk","FILE","831","2026-08-03 17:00:29","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","645B8B652C5940F55C5A38CF200B4FC843BA89199BA195429A2C006D93238F81","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\Zamorin_Cafe_ERP_Technical_Architecture_and_Development_Blueprint (2).lnk","Zamorin_Cafe_ERP_Technical_Architecture_and_Development_Blueprint (2).lnk","FILE","931","2026-07-20 15:33:15","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","3B1CDC49A893EAC021EAFF0724BADFE5CFA09A3933DA190EAD35F8CD668D562F","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\Zamorin_Complete_Integration_Pack.lnk","Zamorin_Complete_Integration_Pack.lnk","FILE","1068","2026-08-02 18:11:47","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","8EA344FB13C3A61624A62E8C162D7B81FCD15CF76F503A25E80DC34F7EE61875","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\ZAMORIN_CONTINUATION_MASTER_PROMPT.lnk","ZAMORIN_CONTINUATION_MASTER_PROMPT.lnk","FILE","749","2026-08-06 08:48:11","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","2E39FCEDBEA5E67109740354F98FB7E499A389CD66209F5342139D41B4BC959F","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Roaming\Microsoft\Windows\Recent\ZAMORIN_INTEGRATION_MANIFEST.md.lnk","ZAMORIN_INTEGRATION_MANIFEST.md.lnk","FILE","855","2026-08-02 20:50:26","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","1B874CD72F83CE3D46648F937EEDE939F1031BAE917659862BCDC0F9D765733A","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FILES\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
"C:\Users\chris\AppData\Local\claude-cli-nodejs\Cache\d--Zamorin-Cafe-ERP-Build","d--Zamorin-Cafe-ERP-Build","DIRECTORY","0","2026-08-13 12:14:46","CONFIRMED_PROJECT","CONFIRMED_NAME_MATCH (*zamorin*)","N/A_DIRECTORY","D:\Zamorin_Cafe_ERP_Build\90_RECOVERED_C_DRIVE\FOLDERS\","NO","COPY_AND_VERIFY","Forensically classified based on strong name pattern match"
